280	1431779693	0.742068
7	1431779625	0.809226
7	1431779624	0.808847
446	1431779344	0.550146
417	1431779307	0.561011
390	1431778880	0.557604
390	1431778879	0.751423
390	1431778881	0.846154
4	1431778671	0.751423
818	1431778413	0.550146
925	1431778355	0.561011
218	1431778194	0.304348
818	1431778101	0.304348
218	1431777779	0.561011
818	1431777686	0.561011
371	1431776327	0.304348
371	1431776326	0.304348
371	1431776328	0.550146
390	1431775919	0.846154
128	1431775567	0.647343
195	1431774089	0.773925
472	1431773847	0.516337
472	1431773695	0.773925
472	1431773611	0.922849
472	1431773409	0.647343
184	1431773294	0.550146
992	1431772854	0.624597
472	1431772837	0.327635
472	1431772746	0.568338
472	1431772597	0.796480
472	1431772288	0.747868
472	1431772049	0.553282
472	1431771886	0.718037
747	1431771613	0.550146
472	1431771605	0.685596
747	1431771485	0.685096
900	1431771294	0.657143
472	1431771285	0.685096
747	1431771265	0.454663
900	1431771255	0.519647
472	1431771226	0.454663
180	1431771110	0.613316
900	1431771021	0.647343
472	1431770822	0.304348
900	1431770816	0.731343
767	1431770797	0.304348
472	1431770768	0.550146
863	1431770609	0.304348
863	1431770599	0.304348
863	1431770581	0.550146
180	1431770577	0.304348
472	1431770457	0.731343
472	1431770443	0.657143
732	1431770249	0.647343
1006	1431770015	0.454663
1021	1431769877	0.304348
907	1431769715	0.304348
907	1431769707	0.304348
907	1431769686	0.550146
341	1431769328	0.056701
428	1431769239	0.647343
711	1431768791	0.304348
1019	1431768772	0.796480
182	1431768660	0.304348
1013	1431768652	0.742068
524	1431768642	0.454663
1019	1431768641	0.304348
524	1431768629	0.742068
705	1431768447	0.056701
282	1431768412	0.568338
892	1431768080	1.000000
681	1431768035	0.519647
583	1431767929	0.550146
681	1431767918	0.718037
226	1431767891	0.304348
780	1431767838	0.550146
493	1431767797	0.304348
991	1431767781	0.550146
226	1431767775	0.550146
996	1431767711	0.550146
996	1431767698	0.304348
996	1431767697	0.304348
269	1431767553	0.446862
681	1431767521	0.796480
497	1431767490	0.304348
226	1431767432	0.712337
177	1431767358	0.304348
177	1431767339	0.304348
780	1431767311	0.304348
510	1431767289	0.647343
630	1431767239	0.514463
269	1431767216	0.304348
269	1431767206	0.304348
767	1431766451	0.514463
767	1431766442	0.356120
417	1431766434	0.568338
994	1431766335	0.454663
928	1431766188	0.454663
380	1431766083	-0.278782
177	1431766061	0.796480
182	1431766023	0.454663
195	1431765987	0.796480
195	1431765972	0.454663
195	1431765926	0.742068
195	1431765914	0.685096
408	1431765879	0.568338
278	1431765823	0.514463
278	1431765816	0.742068
203	1431765646	0.356120
278	1431765471	0.922849
170	1431765101	0.718037
170	1431765095	0.532950
25	1431764592	0.568338
878	1431764384	0.647343
907	1431764307	0.519647
916	1431764285	0.647343
907	1431764267	0.647343
14	1431764145	0.356120
780	1431763973	0.685096
612	1431763710	0.553282
219	1431763645	0.613316
14	1431763608	0.514463
880	1431763589	0.568338
907	1431763576	0.553282
907	1431763571	0.718037
510	1431763549	0.380773
907	1431763543	0.568338
726	1431763495	0.742068
510	1431763491	0.561011
362	1431763078	0.561011
930	1431762921	0.647343
816	1431762869	0.624597
57	1431762868	0.624597
767	1431762587	0.657143
726	1431762402	0.747868
916	1431762255	0.685096
726	1431762208	0.747868
939	1431762132	0.595652
896	1431762073	0.647343
484	1431762053	0.742068
371	1431761990	0.731343
896	1431761989	0.553282
896	1431761959	0.532950
896	1431761904	0.568338
896	1431761883	0.747868
896	1431761757	0.747868
896	1431761619	0.718037
282	1431761577	0.238095
896	1431761569	0.519647
896	1431761514	0.796480
896	1431761479	0.516337
390	1431761463	0.000000
157	1431761262	0.238095
974	1431761247	0.238095
861	1431761243	0.553236
308	1431761239	0.685596
242	1431761205	0.553236
878	1431761153	0.238095
174	1431761128	0.534931
726	1431761124	0.238095
321	1431761056	0.238095
892	1431761008	0.238095
174	1431760857	0.516337
726	1431760836	0.922849
726	1431760630	0.747868
174	1431760595	0.613316
174	1431760532	0.454663
89	1431760392	0.553236
281	1431760211	0.796480
863	1431760137	0.613316
553	1431760128	0.564676
580	1431760097	0.685596
554	1431760067	0.685096
838	1431760018	0.747868
780	1431759974	0.553236
308	1431759696	0.340426
726	1431759645	0.664623
818	1431759558	0.553236
878	1431759449	0.685096
840	1431759410	0.553236
838	1431759386	0.685096
386	1431759385	0.682171
838	1431759378	0.664623
818	1431759296	0.682171
60	1431759238	0.327635
170	1431759231	0.747868
838	1431759226	0.559079
386	1431759193	0.685096
55	1431759187	0.685096
838	1431759169	0.412281
838	1431759157	0.327635
55	1431759148	0.191126
996	1431759147	0.682171
689	1431759141	0.722306
838	1431759119	0.424574
818	1431759058	0.685096
443	1431759054	0.685096
220	1431759040	0.191126
838	1431758984	0.747868
485	1431758930	0.685096
726	1431758862	0.466861
838	1431758811	0.519647
726	1431758805	0.666667
838	1431758780	0.516337
838	1431758756	0.685596
838	1431758729	0.532950
386	1431758656	0.454663
848	1431758650	0.612218
896	1431758648	0.685596
414	1431758623	0.685096
602	1431758563	0.613316
489	1431758547	0.742068
40	1431758513	0.454663
780	1431758483	0.742068
996	1431758365	0.796480
896	1431758343	0.747868
896	1431758281	0.191126
892	1431758244	0.624597
896	1431758222	-0.044776
282	1431758198	0.718037
663	1431758172	0.624964
513	1431758126	0.191126
989	1431758119	0.624964
513	1431758115	0.191126
278	1431758040	0.685596
726	1431758013	0.191126
838	1431757971	0.493464
726	1431757953	-0.044776
726	1431757930	0.191126
180	1431757903	0.657143
780	1431757833	0.473025
921	1431757750	0.534931
726	1431757652	0.445255
838	1431757631	0.906497
838	1431757616	0.575540
726	1431757595	0.747868
838	1431757582	0.547886
838	1431757458	0.758575
818	1431757325	0.718037
838	1431757324	0.572487
320	1431757313	0.747868
497	1431757274	0.624964
390	1431757267	0.624964
390	1431757266	0.445255
390	1431757265	0.473025
390	1431757264	0.568338
612	1431757223	0.624964
598	1431757191	0.445255
246	1431757190	0.473025
215	1431757078	0.796480
220	1431756986	0.718037
246	1431756963	0.277620
805	1431756960	0.624597
215	1431756956	0.747868
303	1431756849	0.796480
215	1431756815	0.568338
206	1431756779	0.793684
246	1431756776	0.624597
206	1431756765	0.657143
247	1431756741	0.624597
246	1431756729	0.458183
889	1431756726	0.624597
206	1431756723	0.747868
601	1431756715	0.624597
206	1431756711	0.731906
558	1431756696	0.624597
886	1431756681	0.624597
818	1431756679	0.685596
518	1431756672	0.624597
710	1431756646	0.624597
206	1431756645	0.796480
206	1431756639	0.553282
785	1431756638	0.532950
888	1431756628	0.690799
289	1431756624	0.624597
206	1431756617	0.718037
206	1431756610	0.532950
178	1431756607	0.624597
819	1431756604	0.624597
6	1431756600	0.532950
206	1431756599	0.685596
726	1431756596	0.685596
114	1431756595	0.624597
246	1431756546	0.552926
554	1431756544	0.685596
726	1431756537	0.532950
285	1431756433	0.685596
857	1431756302	0.525351
539	1431756239	0.657143
55	1431756136	0.516337
838	1431756102	0.708797
164	1431756089	0.327635
497	1431756026	0.454663
838	1431756000	0.613436
554	1431755979	0.454663
838	1431755968	0.464837
269	1431755949	0.573582
838	1431755946	0.425986
